0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3,25.236,25.204,25.079,24.733,24.607,24.701,24.607,24.576
3.5,25.299,25.236,25.11,24.764,24.67,24.733,24.638,24.576
4,25.299,25.299,25.173,24.796,24.607,24.701,24.607,24.576
4.5,25.173,25.487,25.393,24.796,24.607,24.701,24.638,24.576
5,25.047,25.739,25.645,24.827,24.638,24.701,24.638,24.576
5.5,24.953,26.054,25.896,24.89,24.638,24.701,24.607,24.576
6,24.984,26.368,26.148,24.953,24.638,24.701,24.607,24.576
6.5,25.173,26.683,26.274,25.047,24.607,24.733,24.607,24.576
7,25.425,26.84,26.337,25.142,24.67,24.701,24.607,24.576
7.5,25.676,26.934,26.4,25.236,24.638,24.701,24.607,24.607
8,25.991,26.934,26.337,25.299,24.67,24.701,24.607,24.576
8.5,26.242,26.903,26.274,25.362,24.67,24.701,24.607,24.576
9,26.337,26.84,26.274,25.393,24.701,24.701,24.638,24.607
9.5,26.305,26.872,26.337,25.425,24.733,24.733,24.607,24.607
10,26.179,26.966,26.494,25.487,24.733,24.701,24.607,24.576
10.5,26.022,27.186,26.714,25.55,24.764,24.733,24.607,24.576
11,25.802,27.501,26.966,25.582,24.796,24.733,24.607,24.576
11.5,25.676,27.784,27.281,25.676,24.764,24.701,24.638,24.576
12,25.708,28.13,27.532,25.771,24.859,24.701,24.638,24.576
12.5,25.802,28.414,27.658,25.865,24.827,24.701,24.638,24.576
13,25.991,28.571,27.753,25.991,24.859,24.701,24.638,24.576
13.5,26.242,28.665,27.753,26.085,24.89,24.701,24.607,24.576
14,26.494,28.665,27.69,26.148,24.921,24.701,24.638,24.607
14.5,26.777,28.603,27.658,26.242,24.953,24.733,24.607,24.576
15,26.997,28.477,27.564,26.305,24.984,24.701,24.607,24.576
15.5,27.029,28.414,27.532,26.337,25.016,24.701,24.607,24.576
16,26.934,28.414,27.627,26.368,25.079,24.733,24.638,24.576
16.5,26.777,28.477,27.784,26.431,25.11,24.733,24.638,24.576
17,26.557,28.697,27.973,26.431,25.11,24.701,24.638,24.607
17.5,26.368,28.98,28.225,26.525,25.142,24.764,24.638,24.576
18,26.179,29.264,28.508,26.62,25.142,24.733,24.607,24.576
18.5,26.117,29.579,28.728,26.683,25.173,24.733,24.638,24.576
19,26.242,29.862,28.854,26.809,25.236,24.701,24.638,24.576
19.5,26.4,29.988,28.917,26.903,25.236,24.701,24.638,24.576
20,26.62,30.051,28.917,26.997,25.299,24.733,24.607,24.576
20.5,26.872,30.019,28.854,27.092,25.33,24.733,24.638,24.576
21,27.092,29.956,28.791,27.155,25.362,24.733,24.638,24.576
21.5,27.312,29.831,28.728,27.218,25.425,24.764,24.607,24.576
22,27.344,29.736,28.665,27.249,25.456,24.764,24.638,24.544
22.5,27.249,29.673,28.728,27.281,25.519,24.764,24.638,24.576
23,27.06,29.768,28.854,27.312,25.519,24.733,24.607,24.576
23.5,26.84,29.893,29.043,27.344,25.582,24.796,24.607,24.544
24,26.651,30.145,29.264,27.406,25.582,24.764,24.638,24.576
24.5,26.431,30.397,29.516,27.469,25.645,24.796,24.607,24.544
25,26.368,30.712,29.736,27.564,25.676,24.764,24.607,24.576
25.5,26.431,30.964,29.893,27.658,25.676,24.764,24.638,24.607
26,26.588,31.091,29.925,27.753,25.708,24.796,24.607,24.576
26.5,26.809,31.154,29.925,27.879,25.739,24.796,24.638,24.607
27,27.029,31.091,29.893,27.941,25.802,24.796,24.638,24.576
27.5,27.249,31.059,29.768,28.036,25.833,24.827,24.607,24.576
28,27.438,30.933,29.705,28.036,25.896,24.827,24.638,24.576
28.5,27.438,30.807,29.673,28.099,25.928,24.827,24.607,24.576
29,27.312,30.775,29.705,28.13,25.928,24.827,24.638,24.607
29.5,27.155,30.838,29.831,28.13,26.022,24.859,24.638,24.607
30,26.934,30.964,29.988,28.193,26.085,24.827,24.638,24.576
30.5,26.714,31.185,30.24,28.256,26.085,24.859,24.638,24.576
31,26.525,31.5,30.46,28.319,26.117,24.89,24.607,24.607
31.5,26.463,31.721,30.681,28.382,26.148,24.859,24.638,24.576
32,26.557,31.973,30.807,28.477,26.211,24.859,24.607,24.576
32.5,26.714,32.099,30.838,28.603,26.274,24.89,24.607,24.576
33,26.903,32.13,30.807,28.665,26.274,24.921,24.607,24.576
33.5,27.123,32.067,30.744,28.728,26.305,24.89,24.638,24.576
34,27.344,32.004,30.649,28.791,26.368,24.921,24.607,24.576
34.5,27.469,31.878,30.555,28.854,26.368,24.921,24.607,24.576
35,27.501,31.784,30.523,28.886,26.431,24.953,24.638,24.576
35.5,27.344,31.721,30.586,28.886,26.494,24.921,24.607,24.576
36,27.186,31.784,30.712,28.917,26.525,24.953,24.607,24.607
36.5,26.934,31.941,30.901,28.949,26.557,24.984,24.607,24.576
37,26.746,32.162,31.091,29.012,26.62,24.984,24.607,24.576
37.5,26.557,32.446,31.343,29.075,26.651,25.016,24.638,24.576
38,26.525,32.698,31.532,29.169,26.651,25.016,24.638,24.576
38.5,26.62,32.887,31.658,29.264,26.714,25.016,24.607,24.576
39,26.746,33.013,31.689,29.327,26.777,25.016,24.67,24.576
39.5,26.934,33.044,31.658,29.421,26.777,25.047,24.607,24.576
40,27.155,32.981,31.563,29.484,26.809,25.047,24.638,24.576
40.5,27.344,32.918,31.5,29.547,26.872,25.079,24.638,24.576
41,27.501,32.761,31.406,29.547,26.903,25.079,24.607,24.576
41.5,27.501,32.666,31.374,29.61,26.934,25.079,24.607,24.607
42,27.375,32.635,31.374,29.61,26.966,25.11,24.607,24.576
42.5,27.186,32.666,31.5,29.642,26.997,25.11,24.607,24.576
43,26.966,32.792,31.689,29.673,27.06,25.142,24.638,24.607
43.5,26.714,33.013,31.878,29.736,27.123,25.142,24.607,24.576
44,26.557,33.265,32.13,29.799,27.155,25.142,24.638,24.576
44.5,26.494,33.517,32.319,29.862,27.186,25.173,24.607,24.576
45,26.62,33.707,32.414,29.956,27.218,25.173,24.607,24.576
45.5,26.746,33.833,32.446,30.019,27.249,25.204,24.607,24.544
46,26.934,33.833,32.414,30.114,27.249,25.204,24.638,24.576
46.5,27.155,33.801,32.319,30.177,27.344,25.204,24.638,24.576
47,27.375,33.707,32.225,30.24,27.344,25.236,24.607,24.576
47.5,27.501,33.549,32.13,30.271,27.438,25.236,24.607,24.607
48,27.438,33.454,32.099,30.303,27.406,25.299,24.607,24.576
48.5,27.312,33.454,32.162,30.303,27.469,25.267,24.638,24.544
49,27.092,33.517,32.288,30.334,27.532,25.299,24.638,24.576
49.5,26.903,33.644,32.477,30.334,27.564,25.299,24.607,24.607
50,26.651,33.864,32.666,30.429,27.564,25.33,24.607,24.576
50.5,26.494,34.117,32.918,30.46,27.627,25.33,24.638,24.576
51,26.494,34.369,33.044,30.555,27.69,25.362,24.638,24.607
51.5,26.588,34.558,33.171,30.649,27.69,25.33,24.638,24.576
52,26.746,34.621,33.171,30.712,27.753,25.393,24.607,24.576
52.5,26.934,34.653,33.139,30.775,27.784,25.425,24.638,24.576
53,27.123,34.558,33.044,30.838,27.847,25.425,24.638,24.576
53.5,27.375,34.432,32.918,30.901,27.879,25.425,24.638,24.576
54,27.469,34.274,32.855,30.933,27.91,25.456,24.638,24.576
54.5,27.406,34.211,32.792,30.933,27.973,25.487,24.638,24.576
55,27.281,34.148,32.855,30.964,27.973,25.487,24.607,24.576
55.5,27.092,34.243,33.013,30.996,28.036,25.487,24.638,24.576
56,26.84,34.369,33.202,31.027,28.067,25.519,24.638,24.576
56.5,26.651,34.59,33.391,31.027,28.099,25.519,24.638,24.544
57,26.494,34.842,33.612,31.122,28.162,25.519,24.638,24.576
57.5,26.494,35.094,33.738,31.185,28.162,25.582,24.638,24.576
58,26.588,35.221,33.833,31.28,28.193,25.582,24.638,24.576
58.5,26.746,35.347,33.833,31.343,28.225,25.582,24.638,24.544
59,26.934,35.315,33.801,31.437,28.256,25.645,24.638,24.576
59.5,27.155,35.252,33.738,31.5,28.319,25.645,24.638,24.576
60,27.344,35.157,33.644,31.532,28.351,25.676,24.638,24.576
60.5,27.438,35,33.517,31.532,28.414,25.676,24.638,24.544
61,27.375,34.905,33.486,31.563,28.445,25.708,24.638,24.544
61.5,27.249,34.905,33.58,31.595,28.477,25.708,24.638,24.576
62,27.029,34.968,33.675,31.595,28.508,25.739,24.638,24.576
62.5,26.809,35.094,33.864,31.626,28.54,25.771,24.638,24.576
63,26.588,35.315,34.085,31.689,28.603,25.739,24.638,24.544
63.5,26.463,35.599,34.274,31.721,28.603,25.771,24.638,24.544
64,26.463,35.788,34.432,31.815,28.665,25.802,24.638,24.544
64.5,26.588,35.978,34.495,31.878,28.697,25.802,24.638,24.576
65,26.746,36.041,34.495,31.973,28.697,25.833,24.638,24.576
65.5,26.934,36.041,34.432,32.036,28.728,25.865,24.638,24.544
66,27.155,35.946,34.369,32.099,28.823,25.865,24.638,24.576
66.5,27.312,35.82,34.243,32.13,28.823,25.865,24.638,24.576
67,27.438,35.662,34.148,32.13,28.854,25.865,24.638,24.544
67.5,27.375,35.536,34.148,32.162,28.886,25.928,24.638,24.576
68,27.249,35.536,34.211,32.162,28.949,25.896,24.638,24.576
68.5,27.029,35.631,34.306,32.193,29.012,25.928,24.638,24.576
69,26.809,35.757,34.495,32.193,29.012,25.991,24.638,24.544
69.5,26.62,35.946,34.716,32.256,29.043,25.991,24.67,24.576
70,26.431,36.199,34.905,32.319,29.106,25.991,24.638,24.576
70.5,26.431,36.451,35.063,32.383,29.075,26.022,24.67,24.576
71,26.557,36.577,35.126,32.477,29.138,26.054,24.67,24.576
71.5,26.683,36.672,35.126,32.54,29.201,26.085,24.67,24.544
72,26.903,36.672,35.094,32.635,29.201,26.085,24.67,24.576
72.5,27.123,36.609,35,32.666,29.264,26.085,24.638,24.576
73,27.312,36.483,34.874,32.698,29.327,26.117,24.67,24.576
73.5,27.438,36.325,34.747,32.729,29.327,26.148,24.67,24.576
74,27.375,36.23,34.779,32.729,29.39,26.148,24.701,24.576
74.5,27.218,36.167,34.779,32.729,29.421,26.148,24.67,24.576
75,27.06,36.23,34.905,32.761,29.453,26.179,24.67,24.544
75.5,26.809,36.356,35.094,32.761,29.484,26.211,24.67,24.544
76,26.62,36.577,35.252,32.824,29.547,26.242,24.67,24.544
76.5,26.431,36.83,35.473,32.887,29.579,26.242,24.67,24.544
77,26.431,37.051,35.631,32.95,29.579,26.274,24.67,24.576
77.5,26.557,37.177,35.725,33.013,29.61,26.274,24.67,24.607
78,26.714,37.272,35.694,33.076,29.673,26.337,24.701,24.576
78.5,26.903,37.272,35.662,33.171,29.642,26.337,24.67,24.576
79,27.123,37.177,35.568,33.202,29.705,26.337,24.701,24.576
79.5,27.312,37.051,35.441,33.234,29.736,26.368,24.67,24.576
80,27.406,36.893,35.347,33.265,29.831,26.368,24.701,24.576
80.5,27.375,36.767,35.315,33.297,29.831,26.4,24.701,24.576
81,27.218,36.767,35.378,33.297,29.831,26.431,24.701,24.576
81.5,27.029,36.83,35.504,33.297,29.893,26.431,24.701,24.576
82,26.809,36.956,35.662,33.328,29.925,26.463,24.701,24.576
82.5,26.588,37.146,35.82,33.36,29.956,26.463,24.701,24.576
83,26.463,37.398,36.041,33.454,30.019,26.494,24.701,24.576
