0,0,0,0,0,0,0,0,0
2,24.544,24.261,2311.2,23.57,22.784,22.344,22.344,22.658
3,24.135,24.984,2311.2,23.57,22.815,22.344,22.344,22.658
4,24.23,24.827,2311.2,23.57,22.815,22.313,22.375,22.658
5,24.513,24.293,2311.2,23.57,22.815,22.344,22.344,22.69
6,24.167,24.859,2311.2,23.57,22.815,22.344,22.344,22.658
7,24.073,25.11,2311.2,23.601,22.847,22.344,22.313,22.69
8,24.355,24.638,2311.2,23.601,22.847,22.375,22.344,22.69
9,24.293,24.733,2311.2,23.632,22.878,22.375,22.344,22.69
10,23.947,25.425,2311.2,23.632,22.878,22.375,22.344,22.69
11,24.135,25.142,2311.2,23.664,22.878,22.375,22.344,22.69
12,24.355,24.764,2311.2,23.664,22.878,22.375,22.344,22.69
13,23.978,25.487,2311.2,23.695,22.91,22.375,22.375,22.658
14,24.041,25.487,2311.2,23.695,22.91,22.375,22.344,22.69
15,24.355,24.953,2311.2,23.727,22.941,22.407,22.344,22.658
16,24.104,25.33,2311.2,23.758,22.941,22.407,22.344,22.69
17,23.915,25.771,2311.2,23.79,22.941,22.407,22.344,22.69
18,24.135,25.33,2311.2,23.821,23.004,22.407,22.375,22.69
19,24.23,25.204,2311.2,23.853,22.973,22.407,22.344,22.658
20,23.853,25.959,2311.2,23.884,22.973,22.438,22.344,22.721
21,24.01,25.833,2311.2,23.915,23.004,22.407,22.344,22.69
22,24.261,25.33,2311.2,23.947,23.004,22.438,22.344,22.658
23,23.915,25.928,2311.2,23.978,23.035,22.438,22.375,22.69
24,23.884,26.179,2311.2,24.01,23.035,22.438,22.344,22.69
25,24.167,25.613,2311.2,24.041,23.067,22.438,22.375,22.69
26,24.073,25.833,2311.2,24.073,23.098,22.47,22.344,22.658
27,23.727,26.494,2311.2,24.073,23.098,22.47,22.344,22.69
28,23.978,26.148,2311.2,24.104,23.098,22.501,22.375,22.658
29,24.198,25.802,2311.2,24.198,23.13,22.47,22.375,22.69
30,23.79,26.557,2311.2,24.198,23.161,22.501,22.344,22.69
31,23.821,26.557,2311.2,24.261,23.161,22.501,22.375,22.658
32,24.167,26.054,2311.2,24.261,23.161,22.47,22.375,22.69
33,23.915,26.494,2311.2,24.324,23.224,22.501,22.375,22.658
