0,0,0,0,0,0,0,0,0
2,22.187,21.559,21.622,21.81,21.936,22.218,22.47,22.658
3,22.156,21.59,21.747,21.81,21.904,22.25,22.47,22.658
4,21.873,21.999,22.124,21.81,21.936,22.25,22.47,22.658
5,21.653,22.69,22.69,21.873,21.904,22.25,22.47,22.627
6,21.999,23.192,22.973,22.03,21.936,22.25,22.47,22.658
7,22.595,23.412,23.004,22.187,21.936,22.25,22.501,22.658
8,23.161,23.287,22.878,22.313,21.999,22.25,22.47,22.658
9,23.35,23.161,22.815,22.313,21.999,22.25,22.47,22.658
10,23.067,23.35,23.067,22.375,21.999,22.25,22.501,22.627
11,22.69,23.853,23.57,22.501,22.03,22.25,22.47,22.627
12,22.69,24.45,24.01,22.627,22.093,22.25,22.47,22.658
13,23.098,24.733,24.104,22.784,22.093,22.25,22.47,22.658
14,23.57,24.733,24.01,22.973,22.124,22.25,22.438,22.658
15,24.01,24.513,23.853,23.067,22.187,22.25,22.501,22.627
16,23.915,24.387,23.884,23.098,22.218,22.25,22.47,22.658
17,23.507,24.638,24.23,23.13,22.281,22.281,22.501,22.658
18,23.192,25.173,24.67,23.255,22.313,22.25,22.47,22.69
19,23.318,25.582,24.921,23.412,22.344,22.281,22.501,22.658
20,23.758,25.676,24.859,23.601,22.438,22.281,22.501,22.658
21,24.167,25.519,24.701,23.632,22.533,22.281,22.47,22.658
22,24.355,25.267,24.544,23.695,22.564,22.25,22.501,22.658
23,24.073,25.236,24.701,23.727,22.595,22.281,22.501,22.658
24,23.57,25.613,25.11,23.79,22.658,22.281,22.47,22.627
25,23.412,26.179,25.487,23.915,22.69,22.313,22.501,22.627
26,23.632,26.431,25.645,24.104,22.721,22.313,22.501,22.658
27,24.041,26.431,25.519,24.198,22.784,22.344,22.501,22.658
28,24.418,26.211,25.33,24.293,22.815,22.344,22.47,22.627
29,24.513,25.928,25.204,24.293,22.91,22.344,22.47,22.658
30,24.167,25.959,25.393,24.324,22.941,22.375,22.47,22.658
31,23.695,26.368,25.771,24.387,23.004,22.375,22.501,22.658
32,23.57,26.84,26.117,24.513,23.067,22.344,22.47,22.658
33,23.884,26.997,26.148,24.67,23.098,22.407,22.47,22.658
34,24.23,26.934,26.022,24.764,23.192,22.407,22.47,22.658
35,24.576,26.683,25.802,24.796,23.224,22.407,22.501,22.658
36,24.418,26.494,25.802,24.796,23.287,22.438,22.501,22.658
37,24.01,26.651,26.054,24.859,23.318,22.438,22.47,22.658
38,23.632,27.092,26.431,24.921,23.381,22.47,22.47,22.658
39,23.758,27.406,26.588,25.047,23.412,22.47,22.501,22.658
40,24.104,27.438,26.525,25.142,23.507,22.533,22.501,22.658
41,24.45,27.218,26.337,25.204,23.507,22.533,22.501,22.69
42,24.544,26.966,26.148,25.267,23.601,22.533,22.501,22.658
43,24.167,26.966,26.305,25.236,23.695,22.564,22.501,22.658
44,23.664,27.312,26.714,25.299,23.727,22.564,22.501,22.658
45,23.57,27.784,27.029,25.393,23.758,22.595,22.501,22.658
46,23.853,27.941,27.029,25.519,23.79,22.627,22.501,22.627
47,24.167,27.847,26.903,25.613,23.853,22.658,22.501,22.658
48,24.513,27.595,26.714,25.645,23.915,22.658,22.501,22.658
49,24.387,27.406,26.62,25.645,23.884,22.69,22.47,22.658
50,24.01,27.532,26.903,25.676,23.978,22.69,22.533,22.658
51,23.57,27.973,27.281,25.708,24.041,22.721,22.47,22.658
52,23.632,28.351,27.501,25.865,24.041,22.753,22.47,22.627
53,23.947,28.445,27.469,25.959,24.104,22.753,22.501,22.658
54,24.293,28.225,27.312,26.022,24.167,22.784,22.501,22.658
55,24.544,27.941,27.092,26.054,24.198,22.784,22.501,22.658
56,24.261,27.879,27.123,26.022,24.293,22.815,22.501,22.658
57,23.821,28.13,27.438,26.085,24.293,22.847,22.501,22.658
58,23.57,28.571,27.816,26.179,24.355,22.878,22.533,22.627
59,23.79,28.823,27.847,26.274,24.418,22.878,22.501,22.69
60,24.135,28.728,27.753,26.368,24.45,22.91,22.501,22.658
61,24.481,28.477,27.564,26.4,24.513,22.941,22.501,22.69
62,24.418,28.256,27.438,26.4,24.544,22.941,22.533,22.658
63,24.01,28.351,27.658,26.4,24.576,22.973,22.533,22.658
64,23.57,28.697,28.036,26.431,24.607,23.004,22.533,22.658
65,23.57,29.106,28.288,26.588,24.638,23.035,22.501,22.658
66,23.853,29.232,28.256,26.683,24.701,23.067,22.501,22.627
67,24.198,29.075,28.099,26.746,24.764,23.067,22.501,22.658
68,24.45,28.823,27.91,26.777,24.796,23.098,22.533,22.69
69,24.167,28.665,27.91,26.777,24.89,23.13,22.533,22.69
70,23.727,28.949,28.225,26.777,24.921,23.13,22.533,22.69
71,23.507,29.358,28.571,26.903,24.921,23.161,22.533,22.658
72,23.727,29.579,28.665,26.997,24.953,23.192,22.533,22.658
73,24.041,29.484,28.508,27.06,25.016,23.224,22.533,22.658
74,24.418,29.295,28.319,27.123,25.079,23.255,22.533,22.658
75,24.293,29.075,28.225,27.092,25.11,23.287,22.533,22.658
76,23.853,29.201,28.445,27.123,25.173,23.287,22.533,22.658
77,23.475,29.61,28.854,27.186,25.204,23.318,22.533,22.658
78,23.538,29.956,29.075,27.281,25.267,23.35,22.533,22.658
79,23.821,30.051,29.012,27.375,25.267,23.381,22.564,22.658
80,24.198,29.831,28.823,27.469,25.33,23.381,22.564,22.658
81,24.387,29.579,28.603,27.469,25.362,23.412,22.564,22.658
82,24.135,29.484,28.665,27.469,25.425,23.475,22.564,22.658
83,23.664,29.705,28.98,27.501,25.456,23.444,22.564,22.658
